Timestamp,Acc X,Acc Y,Acc Z,Gyro X,Gyro Y,Gyro Z,Roll Raw,Pitch Raw,Kalman Roll,Kalman Pitch,Complementary Roll,Complementary Pitch,Joystick X,Joystick Y,Joystick Button,Emergency Button
2024-12-12 10:24:34,0.0036,0.0052,0.9969,-0.0016,0.0505,-0.1698,0.297,-0.2087,0.0631,-0.1097,0.0464,-0.1162,13010,13010,1,1
2024-12-12 10:24:34,0.0085,0.0008,1.0094,0.0748,-0.0258,0.0745,0.0439,-0.4833,0.0513,-0.1343,0.0237,-0.1805,13011,13010,1,1
2024-12-12 10:24:34,-0.0025,-0.0002,1.0011,0.09,-0.1022,0.105,-0.0116,0.1415,0.0463,-0.1241,0.022,-0.1299,13010,13010,1,1
2024-12-12 10:24:34,0.0053,-0.0017,0.9947,0.0595,0.081,-0.0935,-0.096,-0.3076,0.0236,-0.11,-0.0347,-0.0986,13010,13010,1,1
2024-12-12 10:24:34,0.0053,-0.0026,1.0028,0.029,-0.0106,0.0287,-0.1511,-0.3051,0.0182,-0.1315,-0.0099,-0.1726,13010,13010,1,1
2024-12-12 10:24:34,0.0088,0.002,0.9979,0.1511,-0.2396,-0.0935,0.1145,-0.5029,0.0352,-0.1577,0.0474,-0.223,13011,13011,1,1
2024-12-12 10:24:34,0.0041,0.0,1.0079,-0.0168,-0.6365,0.2119,0.0024,-0.2342,0.0352,-0.1461,0.0196,-0.1325,13010,13003,1,1
2024-12-12 10:24:34,-0.0293,-0.1298,0.9879,-0.5817,-0.3464,-18.0019,-7.4876,1.6859,-3.4781,-0.1492,-8.9931,-0.0437,13010,13011,1,1
2024-12-12 10:24:34,0.0017,-0.1611,1.0128,0.7771,-1.4151,-11.2996,-9.0375,-0.0938,-4.4262,0.1484,-8.2937,0.4763,13010,13010,1,1
2024-12-12 10:24:34,-0.0767,0.9021,1.0248,-1.0092,-0.1632,-30.5209,41.3588,3.2151,-1.2655,0.0254,4.5577,0.1346,13010,13010,1,1
